name	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role
S__GCA_905612295.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	496	5	2434889	100	TRUE	GCA_905612295.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_016838825.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	375	5	841098	100	TRUE	GCA_016838825.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_013911135.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	524	5	7123614	100	TRUE	GCA_013911135.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_016276965.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	450	5	1556076	100	TRUE	GCA_016276965.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_013215285.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	501	5	2733650	100	TRUE	GCA_013215285.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300024431_33	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	455	5	1621598	100	TRUE	3300024431_33	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_011055585.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	469	5	9331334	100	TRUE	GCA_011055585.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_905182815.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	510	5	2007653	100	TRUE	GCA_905182815.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""
S__GCA_905612455.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	467	5	1412602	100	TRUE	GCA_905612455.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300026253_28	d__Bacteria	p__Acidobacteriota	c__UBA6911	519	5	2543907	100	TRUE	3300026253_28	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCF_012276695.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	501	5	1924411	100	TRUE	GCF_012276695.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_012960805.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	497	5	1417902	100	TRUE	GCA_012960805.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__GCA_905612275.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	448	5	584716	100	TRUE	GCA_905612275.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300024516_13	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	462	5	3867584	100	TRUE	3300024516_13	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_004376075.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	59	3	432430	100	TRUE	GCA_004376075.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""
S__GCA_001542995.1	d__Bacteria	p__Nitrospinota	c__Nitrospinia	403	5	823119	100	TRUE	GCA_001542995.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""
S__3300027997_10	d__Bacteria	p__Planctomycetota	c__Planctomycetia	439	5	863354	100	TRUE	3300027997_10	Particle_heterotroph	Particle-attached	Unknown	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__3300006311_3	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	487	5	1719488	100	TRUE	3300006311_3	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""
S__IMGVR_UViG_3300027780_000015	d__Viruses	p__Uroviricota	c__Caudoviricetes	81	5	52654	100	FALSE	IMGVR_UViG_3300027780_000015	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__3300024058_22	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	470	5	903779	100	TRUE	3300024058_22	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300020263_16	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	505	5	904879	100	TRUE	3300020263_16	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__3300024353_52	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	82	4	324011	100	TRUE	3300024353_52	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""
S__IMGVR_UViG_3300027687_000007	d__Viruses	p__Uroviricota	c__Caudoviricetes	142	5	58209	100	FALSE	IMGVR_UViG_3300027687_000007	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCA_002317795.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	412	5	1004599	100	TRUE	GCA_002317795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__Schulz_GVMAG_M_3300025652_16	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	189	5	115188	100	FALSE	Schulz_GVMAG_M_3300025652_16	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCA_017854145.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	412	5	1407668	100	TRUE	GCA_017854145.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__3300027847_80	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	466	5	939263	100	TRUE	3300027847_80	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__GCA_001437625.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	509	5	1346852	100	TRUE	GCA_001437625.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__GCA_015659035.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	497	5	1222976	100	TRUE	GCA_015659035.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.75;W00008:1;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_014384505.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	510	5	1187009	100	TRUE	GCA_014384505.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__GCA_016777225.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	479	5	1246126	100	TRUE	GCA_016777225.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__GCA_905478185.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	455	5	977994	100	TRUE	GCA_905478185.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__IMGVR_UViG_3300027813_000042	d__Viruses	p__Uroviricota	c__Caudoviricetes	47	5	13274	100	FALSE	IMGVR_UViG_3300027813_000042	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__IMGVR_UViG_3300025869_000017	d__Viruses	p__Uroviricota	c__Caudoviricetes	105	5	33565	100	FALSE	IMGVR_UViG_3300025869_000017	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCA_004195625.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	422	5	1079962	100	TRUE	GCA_004195625.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__GCA_905182465.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	247	5	330237	100	TRUE	GCA_905182465.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__GCA_905181595.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	505	5	1026253	100	TRUE	GCA_905181595.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""
S__GCA_017368835.1	d__Bacteria	p__Planctomycetota	c__Brocadiae	340	5	1501677	100	TRUE	GCA_017368835.1	Anammox	N-loss	Anammox_N_cycle	particle_associated	NO2-/NH4+	Tier1_kegg_present	0.968888888888889	KEGG_ANAMMOX	present	0.888888888888889	M00973	M00973:0.89	K20932	hzsA/hzsB (K20932/K20933)	Strous et al. 1999 Nature; Kartal et al. 2011 Nat Rev Microbiol	10.1038/22749; 10.1038/nrmicro2699	""
S__GCA_016838845.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	467	5	7811028	100	TRUE	GCA_016838845.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300020300_16	d__Bacteria	p__Planctomycetota	c__Brocadiae	387	5	2388090	100	TRUE	3300020300_16	Anammox	N-loss	Anammox_N_cycle	particle_associated	NO2-/NH4+	Tier1_taxonomy_conserved	0.85	GTDB_ANAMMOX	""		""	""	""	hzsA/hzsB (K20932/K20933)	Strous et al. 1999 Nature; Kartal et al. 2011 Nat Rev Microbiol	10.1038/22749; 10.1038/nrmicro2699	""
S__TARA_ARC_NCLDV_00188	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	73	5	17729	100	FALSE	TARA_ARC_NCLDV_00188	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__IMGVR_UViG_3300035195_000275	d__Viruses	p__Uroviricota	c__Caudoviricetes	59	5	12343	100	FALSE	IMGVR_UViG_3300035195_000275	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__3300005253_25	d__Bacteria	p__Aerophobota	c__Aerophobia	110	4	1527750	100	TRUE	3300005253_25	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_002499015.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	484	5	1360969	100	TRUE	GCA_002499015.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__3300020330_9	d__Bacteria	p__Nitrospinota	c__UBA9942	292	5	507797	100	TRUE	3300020330_9	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""
S__3300027687_20	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	473	5	1271050	100	TRUE	3300027687_20	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__GCA_905182775.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	401	5	598959	100	TRUE	GCA_905182775.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""
S__3300027827_16	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	473	5	588348	100	TRUE	3300027827_16	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""
S__IMGVR_UViG_3300020166_000015	d__Viruses	p__Uroviricota	c__Caudoviricetes	225	5	73579	100	FALSE	IMGVR_UViG_3300020166_000015	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__3300026119_12	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	316	5	543484	100	TRUE	3300026119_12	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.67;W00010:1;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__GCA_001510275.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	174	5	302114	100	TRUE	GCA_001510275.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""
S__3300024060_27	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	342	5	696487	100	TRUE	3300024060_27	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__IMGVR_UViG_3300038315_000065	d__Viruses	p__Uroviricota	c__Caudoviricetes	40	5	14771	100	FALSE	IMGVR_UViG_3300038315_000065	Virus_modulator	Viruses	Modulator	pelagic_export	""	Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD	""		""	""	""	Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCF_014279835.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	315	5	333353	100	TRUE	GCF_014279835.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""
S__3300025232_4	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	323	5	387632	100	TRUE	3300025232_4	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""
