sample	PC1	PC2	PC3	PC4	PC5	label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV3003047083	4.01511910497825	-2.96566464852817	1.88695865494822	-7.50876341017273	5.85995810176554	LV3003047083	ST8		289.5	37303.19	129.5	4.36334977083705	mgca_jonkers_2013	4.4448405	66017005	60.6	17923283	63	9.1756505076159	37.30319	33584	12	201538	37524	128191	132914	3	4.52614535263471	5.30435909934013	4.57432070091531
LV3003047068	1.81186564189413	-4.11556511866664	-0.83896353356635	-6.48046118691383	3.92980084128439	LV3003047068	ST8		294.5	37789.69	99.85	4.0688445607065	mgca_jonkers_2013	4.4205155	45243801	64.9	16258007	69	9.10244349358346	37.78969	46444	15	230816	58717	147004	151417	3	4.66693896721471	5.36326779206732	4.76877125460971
LV3003047166	1.06548023156005	-1.10612560590763	-0.70721102980127	-7.40278334522613	8.48828170926564	LV3003047166	ST8		299.5	38273.43	109.28	3.82073071156393	mgca_jonkers_2013	4.4482802	47667591	67.1	14626855	69.9	9.0296517958074	38.27343	54130	16	268297	66794	181020	188521	3	4.73344605019231	5.42861743528021	4.8247439541869
LV3003047153	-0.156111517661955	-2.02790596477934	-4.87267585717745	-8.40626698975032	5.6464843733317	LV3003047153	ST8		304.5	38713.93	119.12	4.29941485123281	mgca_jonkers_2013	4.5099502	61725484	65.2	21806731	67.7	8.96336671938132	38.71393	71805	19	300777	87216	200882	208492	3	4.85616073474399	5.4782460671988	4.94060114418271
LV3003047141	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047141	ST8		309.5	39153.47	61.93	4.70233543022987	mgca_jonkers_2013	4.55	956051	61.3	849760	61.8	8.89722610078355	39.15347	0	0	6700	0	3529	3727	3	0	3.82613961793592	0
LV3003047128	0.911912805962746	-5.61181278310998	-1.8072704099874	-7.10312736764729	6.83746157681476	LV3003047128	ST8		314.5	39577.97	73.06	3.9182935587019	mgca_jonkers_2013	4.55	61094930	57.4	16749573	59.4	8.83334865482924	39.57797	106078	19	280042	69695	223162	238485	3	5.02562941701348	5.44722472144551	4.84320785373966
LV3003047112	-3.83256133291199	-3.31045183043936	0.701100672487102	-7.98246003239663	9.41728772040644	LV3003047112	ST8		319.5	40033.5	82.07	3.21978661089373	mgca_jonkers_2013	4.54866	36464277	69.6	15715775	72.5	8.76480191052874	40.0335	47715	19	237914	59066	156194	160848	3	4.67866402991157	5.37642182418046	4.77134491369625
LV3003061571	-2.06250080809139	1.40683017208035	-8.14524118726534	-4.83802322981423	0.189669851570739	LV3003061571	ST13		101	40457	159.84	6.07677656849543	mgca_jonkers_2013	4.53172	90191213	63	44685952	68.8	8.70107494147892	40.457	161423	22	507098	254181	295754	305157	3	5.20796810469022	5.70509275411934	5.40514479256944
LV3003047095	6.18113593047347	-3.41658566526696	-0.0147584913230681	-5.2218352825656	0.401141155389568	LV3003047095	ST8		324.5	40975.1666666667	76.96	3.86132680136238	mgca_jonkers_2013	4.51099333333333	55822169	58.7	15927657	60.6	8.62310282547109	40.9751666666667	56180	10	259483	83257	157281	161459	3	4.74958946520762	5.41411058404984	4.92042597417752
LV3003047082	7.57799618835607	-5.11772240957051	-0.454084160417033	-3.67059825464395	1.43619455862322	LV3003047082	ST8		329.5	41916.8333333333	61.65	4.50286699183103	mgca_jonkers_2013	4.50083166666667	37053519	59.3	19269518	60.4	8.48140374041344	41.9168333333333	22729	8	160845	31224	92922	96675	3	4.35659943572497	5.20641026511658	4.49450244704617
LV3003061558	-25.816600715202	3.65738671115219	-3.40704777635666	-9.19152804865681	6.9351659112403	LV3003061558	ST13		106	42626	207.2	6.3587844067591	mgca_jonkers_2013	4.47496	75419217	85.6	38072076	102.9	8.37469053564879	42.626	171974	54	431614	200175	313745	321168	3	5.23546531812164	5.6350965293937	5.30141200674782
LV3003047067	1.23065173153172	-3.60799085174023	-0.0917522053904879	-7.4854562996368	5.17311611213073	LV3003047067	ST8		334.5	42866.02	178.82	5.07611814185932	mgca_jonkers_2013	4.4653592	83694347	60.2	30143452	61.8	8.33857306903406	42.86602	41084	14	261022	57313	157814	161890	3	4.61368329130964	5.41667877681334	4.75826071935125
LV7008886740	6.09246751616275	-2.84782175107882	0.334031887473118	-5.5418853846418	-0.601757932096116	LV7008886740	GeoB25202_R1		119.5	43105	37.22	8.3026120984	uk37_alkenone	4.4621	126565168	46	28164282	47.8	8.3026120984	43.105	52156	12	294578	65279	187796	193851	3	4.71731260341184	5.46920178354805	4.81478014574581
LV7008886752	6.12633311934617	-1.11578072078664	-9.30731833305775	-8.28464235294114	-1.72117083140022	LV7008886752	GeoB25202_R2		119.5	43105	26.14	8.3026120984	uk37_alkenone	4.4621	223261934	57.3	26874573	61.2	8.3026120984	43.105	93431	18	334757	115263	222076	234136	3	4.97049564542977	5.52473096451703	5.06169368680342
LV3003047164	4.02014386252955	-2.43818049349654	-0.0156294425923341	-5.81832156279488	6.17539015560169	LV3003047164	ST8		339.5	43933.02	61.8	4.579507658322	mgca_jonkers_2013	4.4786604	45835273	73.5	20978998	75.5	8.37946113303367	43.93302	24631	13	142626	26717	89689	93393	3	4.39149967589514	5.1542017474026	4.42680394551487
LV3003047152	1.20673323895884	-0.718455293688852	-0.254382760727442	-8.32563086790126	6.04341148905825	LV3003047152	ST8		344.5	45000.02	114.81	4.08289717478468	mgca_jonkers_2013	4.3300006	86684643	67.2	27393512	69.9	8.47849004532337	45.00002	38530	16	202175	38310	138279	142926	3	4.58581028045983	5.30572959988904	4.58332348815676
LV3003061544	-7.43870785225478	2.25605055105651	-0.79538855205481	-3.05869508651725	10.79009015888	LV3003061544	ST13		111	45122	154.76	6.64079224502277	mgca_jonkers_2013	4.33366	98492472	76.2	36658491	81.2	8.48981108255027	45.122	71230	30	273720	78183	199061	204510	3	4.85266904137438	5.43730811795911	4.89311788576224
LV3003047140	13.4324643601247	-10.056831440387	7.65673703790671	1.68242331750672	-1.69908178959825	LV3003047140	ST8		349.5	46094.8	83.7	3.6236552712401	mgca_jonkers_2013	4.361896	2441785	64.6	2055101	65.5	8.58009723613548	46.0948	1235	1	26331	106	16782	17272	3	3.0920184707528	4.42048384642004	2.02938377768521
LV3003061530	-1.99314551872585	1.91853440177527	-4.22734865381388	-7.52576972506516	4.90056782019265	LV3003061530	ST13		116	47046	117.63	6.92280008328644	mgca_jonkers_2013	4.38322	92176900	82.1	44841877	91.8	8.66837868071839	47.046	176499	19	548223	292465	306865	316138	3	5.24674470972384	5.73895804404444	5.46607538539035
LV3003047127	12.9211228016209	-8.4382503114414	6.40290494403498	2.38412837107206	-0.707147863270451	LV3003047127	ST8		354.5	47624.8	56.2	3.74985445424827	mgca_jonkers_2013	4.423736	50491529	60.3	11382703	63	8.72209745713196	47.6248	5817	2	76983	7454	44301	46134	3	3.76477371691104	4.88640047278606	3.87244764778901
LV3003061516	-4.85183155123351	0.879906850804412	-5.34299864089635	-6.43811349156341	5.74388297163827	LV3003061516	ST13		121	48537	61.03	7.2048079215501	mgca_jonkers_2013	4.45537	54250107	75.6	26855001	76.7	8.80675928823849	48.537	108916	28	354377	150321	227821	234032	3	5.03709567066473	5.54946675278846	5.17702254532015
LV3003047110	9.08868118752587	-5.81773103470203	0.750263277684148	-2.88570508584427	-0.215307359346346	LV3003047110	ST8		359.5	49154.8	66.07	3.87605363725645	mgca_jonkers_2013	4.441424	47425083	62.5	15940375	65.4	8.86409767812845	49.1548	18402	8	137559	22844	85374	89387	3	4.26488862612062	5.13849216714998	4.35879116239172
LV3003061504	-4.37827615668667	4.78673331371886	-8.52321743229465	-4.17034941896737	3.99617914234729	LV3003061504	ST13		126	50268	187.42	7.48681575981377	mgca_jonkers_2013	4.33732	96239561	74.4	42611651	77.1	8.96741444022863	50.268	93765	28	306770	115100	208202	213654	3	4.97204538966718	5.48681430203295	5.06107909680612
LV7008886221	6.66738750508101	-2.18689929426637	-6.61191766478485	-7.34777407572163	-4.95159294769958	LV7008886221	GeoB25202_R1		129.5	50355.5	94.36	8.9755353679	uk37_alkenone	4.336445	97977738	44.9	30262882	47	8.9755353679	50.3555	92806	13	356634	142734	209134	220497	3	4.96758073426543	5.55222396239785	5.15453047937311
LV7008886728	7.80822711235871	-2.62917301094942	-5.20877948946541	-6.64074740216921	-3.31170544618357	LV7008886728	GeoB25202_R2		129.5	50355.5	42.73	8.9755353679	uk37_alkenone	4.336445	152247351	58.3	27749284	61.8	8.9755353679	50.3555	85770	14	314207	112652	202732	209310	3	4.93334047352583	5.49721723834757	5.05174276167101
LV3003047094	2.50810249814074	-0.660879680431694	-3.57082677992128	-8.76760611189862	-4.37303331208322	LV3003047094	ST8		364.5	50684.8	129.24	4.00225282026463	mgca_jonkers_2013	4.333152	80270443	61.2	21674703	64.2	8.71916462667657	50.6848	71371	18	253313	84734	179432	184839	3	4.85352786681149	5.40365919277013	4.92806283379201
LV3003061486	7.56665374624197	-4.89697358146492	-2.98014966190978	-1.24666674653474	-2.23946516814586	LV3003061486	ST13		131	52105	128.79	7.76882359807744	mgca_jonkers_2013	4.32365	27685092	68.7	20117935	70.3	7.61349281773178	52.105	43529	12	166240	63216	104064	113926	3	4.6387886671574	5.22073814266002	4.80083388229192
LV3003047081	7.0963903560135	-5.91411006514683	1.03301410291386	-3.14198409760154	4.16822194144409	LV3003047081	ST8		369.5	52207.18	90.06	4.12845200327281	mgca_jonkers_2013	4.3369334	57423869	57.2	15919889	58.8	7.53394237030326	52.20718	39995	12	194006	28387	153636	158802	3	4.60201655970816	5.28781740006697	4.45313479655685
LV3003047065	11.836928023763	-6.41155469714245	2.3591904739242	0.845561613905854	-2.11206144002093	LV3003047065	ST8		374.5	53610.18	140.39	4.25465118628098	mgca_jonkers_2013	4.4033892	57784676	58.3	11483201	61.5	6.44166131978254	53.61018	17750	8	106631	19757	80138	83163	3	4.24922282399667	5.02788755495248	4.29574298109555
LV3003061475	1.01471079228841	2.07967875883346	-4.13689481505808	-6.214143599162	3.33106769960065	LV3003061475	ST13		136	53844	108.69	8.05083143634111	mgca_jonkers_2013	4.38936	112973110	69.7	29608396	73.6	6.25962485846197	53.844	60205	19	253717	68116	175291	180326	3	4.77963977426521	5.4043512792965	4.83325551257101
LV7008886692	11.9880951367266	-5.48686965338948	-0.0818500646318752	-2.34506717379624	-4.04541016806491	LV7008886692	GeoB25202_R1		139.5	53875	51.47	6.235490352	uk37_alkenone	4.3875	102859565	52.6	21513038	56	6.235490352	53.875	74232	9	237277	93959	158905	163786	3	4.87059701217761	5.37525747306131	4.97294300810557
LV7008886704	9.1840072031205	-4.76001415627121	-1.65063715386775	-3.66641779928048	-3.53106963378514	LV7008886704	GeoB25202_R2		139.5	53875	23.87	6.235490352	uk37_alkenone	4.3875	186672027	56.9	18918645	61.2	6.235490352	53.875	75366	11	267243	90333	186713	191717	3	4.87718122842854	5.4269079634743	4.95585124126824
LV3003047161	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047161	ST8		379.5	54983.46	31.63	4.38085036928916	mgca_jonkers_2013	4.3111578	1104778	59.1	793502	62	6.47543092855096	54.98346	0	0	5914	0	3831	3936	3	0	3.77195474896395	0
LV3003061570	-3.98965249002363	9.98813944017979	0.692273525508234	-14.1026565261108	0.738389870995806	LV3003061570	ST13		141	55466	127.35	8.04038666688849	mgca_jonkers_2013	4.32864	79639505	71.1	31089341	73.9	6.57988298438419	55.466	113841	32	354265	106590	281161	288361	3	5.05630251691929	5.54932947375307	5.02772053662915
LV3003047160	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047160	ST8		384.5	55891.1266666667	36.23	4.50704955229734	mgca_jonkers_2013	4.34564506666667	1905989	56.6	991574	66.2	6.67190717786631	55.8911266666667	0	0	4733	0	2789	2951	3	0	3.67522825359306	0
LV3003047159	7.30782768665332	-4.39946846910309	4.68545447291468	-3.39901815693567	2.06714821179109	LV3003047159	ST8		389.5	56798.7933333333	81.65	4.63324873530552	mgca_jonkers_2013	4.41390346666667	39132173	80.8	14300268	84.8	6.86838342718166	56.7987933333333	18321	10	123579	17948	84469	87033	3	4.26297287880537	5.09194819087856	4.25404025756171
LV3003047158	6.66318172428599	-6.95110939453443	3.11267900340038	-3.08890316634085	6.08831630045933	LV3003047158	ST8		394.5	57706.46	70.06	4.75944791831369	mgca_jonkers_2013	4.4723876	44291383	79.6	12643578	86.6	7.06485967649701	57.70646	21430	10	138578	23670	87693	90270	3	4.33104243629378	5.14169742309604	4.37421660542837
LV3003061557	-1.7921163511012	14.0994946152433	5.91157969465775	-14.1951987248477	-4.34511012333426	LV3003061557	ST13		146	58082	188.06	8.02994189743588	mgca_jonkers_2013	4.48508	59537389	82.9	38572967	90.5	7.14615019137165	58.082	138299	37	338631	123984	297219	303996	3	5.14082218010931	5.52972799561214	5.09336914636161
LV7008886765	9.67076994411067	-4.66872269463145	-2.91891645672615	-7.08861670632975	-2.37502183613499	LV7008886765	GeoB25202_R1		149.5	58181	42.2	7.16758002833333	uk37_alkenone	4.47914	133978185	51.4	29219035	54.5	7.16758002833333	58.181	88543	12	349611	117426	224712	237404	3	4.94715913746086	5.54358633083977	5.06976796576026
LV3003047139	4.00254723165259	-6.91578067653444	5.44708600460812	-5.34677601612238	4.29741201114099	LV3003047139	ST8		399.5	58614.1266666667	44.97	4.88564710132187	mgca_jonkers_2013	4.4531524	15155861	77.9	8529497	83.7	8.62798528680874	58.6141266666667	31395	14	141458	32551	93833	96044	3	4.49687432041126	5.15063058364876	4.51257767684523
LV7008886741	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV7008886741	GeoB25202_R1		155.5	58997	11.14	9.918947659625	uk37_alkenone	4.43018	84181826	45.8	4319623	50.5	9.918947659625	58.997	0	0	27861	0	18185	19053	3	0	4.44501228788796	0
LV7008886753	11.5791631061408	-7.33084164825916	4.51515541759695	1.99823268829718	-3.44021265682168	LV7008886753	GeoB25202_R2		155.5	58997	24.03	9.918947659625	uk37_alkenone	4.43018	129194349	43.9	9629685	47.9	9.918947659625	58.997	13369	4	129238	17764	78248	80530	3	4.12613140726198	5.11139358896057	4.24956521182535
LV3003047150	-8.24949324860109	-4.60757936426372	2.96401654104246	-10.5226661516589	10.5475893507112	LV3003047150	ST8		404.5	59521.7933333333	73.51	5.01184628433005	mgca_jonkers_2013	4.51870486666667	67120474	74.5	15427841	80.5	8.44254713374637	59.5217933333333	71530	30	264262	82341	180297	184764	3	4.85449429650321	5.4220363609346	4.91562141134273
LV7008886705	14.3936178084541	-8.2427987023003	5.1224377512853	3.88163553802419	-4.55371689909447	LV7008886705	GeoB25202_R1		159.5	59738	23.86	7.834293148625	uk37_alkenone	4.55546	95103090	43.4	12531371	45.3	7.834293148625	59.738	5615	2	64052	7237	38988	40489	3	3.74942709912175	4.80653947526625	3.85961857877218
LV7008886717	12.9050561941474	-6.28610136247219	3.37690338460143	1.65337013508044	-3.16936458482888	LV7008886717	GeoB25202_R2		159.5	59738	49.74	7.834293148625	uk37_alkenone	4.55546	128512499	41.9	19897194	43.6	7.834293148625	59.738	17680	5	152481	22490	96079	100032	3	4.24750682414992	5.1832185796693	4.35200876556578
LV3003047149	8.36485674361266	-5.08815648012789	1.75638727067534	-2.14289900447388	2.49297921158328	LV3003047149	ST8		409.5	60431.7	45.56	5.12335113965152	mgca_jonkers_2013	4.561147	62250597	65.1	9170430	69.9	7.85555370343168	60.4317	17003	7	135136	19380	87373	90635	3	4.23055109629509	5.13077427349152	4.2873761815526
LV3003047148	5.15491724701895	-3.59435315815739	-0.193762685904986	-4.5767342820545	5.02773701656802	LV3003047148	ST8		414.5	61376.7	47.48	5.00464486121452	mgca_jonkers_2013	4.543903	53529330	65.5	11451620	69.9	7.88451611411687	61.3767	32172	11	175822	37975	117894	121535	3	4.50749155896537	5.24507568598077	4.5795092187103
LV3003061543	-25.0050113021714	16.2979850434283	3.33151444251344	-13.2779274530677	-6.04576442316492	LV3003061543	ST13		151	62293	184.56	8.01949712798326	mgca_jonkers_2013	4.57949	90294874	80.7	44589548	82.9	7.91259892566273	62.293	269346	81	589723	288845	486250	495752	3	5.43031214271583	5.77064880262174	5.46066635771799
LV3003047147	5.78827409571143	-5.57741665387992	2.40666879517212	-3.53244530937264	5.97302344200948	LV3003047147	ST8		419.5	62321.7	48.14	4.88593858277752	mgca_jonkers_2013	4.577481	52440180	63.1	9223523	66.9	7.91347852480206	62.3217	27707	10	168571	26272	116122	120569	3	4.4426051789648	5.22678543947406	4.41950966582214
LV3003047146	-2.79952594323778	-4.80279345449004	4.90892271620259	-5.06761337340955	8.220251459453	LV3003047146	ST8		424.5	63266.7	97.4	4.76723230434052	mgca_jonkers_2013	4.484661	58056720	65	17613674	68	7.94244093548725	63.2667	65624	21	252134	55316	187755	193980	3	4.81706931641401	5.40163313624291	4.74285861903715
LV3003047126	9.42910712992299	-7.35974561387672	3.42561311946684	-1.40235671912185	2.37788989032764	LV3003047126	ST8		429.5	64210.824	52.91	4.67067279387671	mgca_jonkers_2013	4.38529888	39791476	69.2	8102851	73.6	7.97137649847746	64.210824	12054	6	119759	13603	75353	77764	3	4.08116721471347	5.078311787335	4.13366662326068
LV3003061529	-32.6200689158162	11.2241388859442	2.97398868926463	-0.28910660534592	-2.84755672839223	LV3003061529	ST13		156	66015	177.08	8.00905235853065	mgca_jonkers_2013	4.56805	91959511	75.1	42965230	98.8	8.02667098129265	66.015	328424	90	732923	385798	555409	566460	3	5.51643620858383	5.86505894313792	5.58636109760791
LV3003047138	9.00450783167506	-2.62920903301895	3.62837906046759	-3.55820393628669	1.64671968158938	LV3003047138	ST8		439.2	66015.8	67.91	5.15646144484223	mgca_jonkers_2013	4.567946	43852530	62.5	11180916	66.1	8.02669549973556	66.0158	28742	11	174610	25614	121642	125528	3	4.45853209488555	5.24207159955753	4.40849436021236
LV3003047137	9.62777949008392	-3.62484690198997	-1.97110212186155	2.93612752512021	-1.60307787404283	LV3003047137	ST8		444.2	66946.2	44.94	5.40686796595848	mgca_jonkers_2013	4.446994	57575945	58.1	8645599	61.2	8.05521044883768	66.9462	26457	8	153048	30194	91204	95044	3	4.42255701211936	5.18483049632538	4.47993503394434
LV3003047136	7.7479047120836	1.06346557071129	4.9152912656807	-6.41129061876829	3.6179374578657	LV3003047136	ST8		449.2	67876.6	70.92	5.65727448707473	mgca_jonkers_2013	4.422468	48960938	67.8	12594447	74.4	8.08372539793979	67.8766	43958	16	199640	29239	163445	167494	3	4.64304780432876	5.30024973657674	4.46597736828582
LV7008886229	-9.59667615266099	28.7095855803026	-12.2473687181812	-11.7190421385082	-15.1442686260548	LV7008886229	GeoB25202_R2		167.5	68149	132.24	8.09207392775	uk37_alkenone	4.42745	116981055	44.2	41819821	45.4	8.09207392775	68.149	378646	58	942393	484690	668518	699758	3	5.57823452028223	5.97423251240145	5.68546495558695
LV7008886778	-11.6789702299315	30.5443873838756	-6.46902957689042	-12.7808687385018	-15.6935179591573	LV7008886778	GeoB25202_R1		167.5	68149	72.83	8.09207392775	uk37_alkenone	4.42745	72287871	47.2	32290184	48	8.09207392775	68.149	333945	58	781153	382025	604835	619950	3	5.52367624585935	5.89273666096711	5.5820929212161
LV3003047134	12.1063456853908	5.08502308252246	7.10406801568739	-3.16339114452186	-3.1940035551996	LV3003047134	ST8		454.2	68807	41.22	5.90768100819097	mgca_jonkers_2013	4.46035	108020076	64.7	16261207	70.5	8.5256420642359	68.807	49209	19	189884	28008	170707	175304	3	4.69205336503408	5.27849065892066	4.44729760356707
LV3003047133	9.33686755544062	-4.87146667519362	1.42115428570879	-3.13428818505599	-0.150827340057737	LV3003047133	ST8		459.2	70162	57.68	5.78064895406092	mgca_jonkers_2013	4.3038	58661945	62.9	13264329	66	9.41847614468938	70.162	26549	9	200222	29899	126774	131239	3	4.42406452541749	5.30151396424893	4.47567118832443
LV3003061515	-11.6511925249023	46.4218626364276	20.0271792960699	-7.11470547363585	-9.21589223201031	LV3003061515	ST13		164.8	71001.2	490.61	7.99066956429404	mgca_jonkers_2013	4.219988	98734597	71.1	67640910	73.4	9.97144024824405	71.0012	847288	135	1172320	722180	1244472	1264775	3	5.92803156817921	6.06904654465206	5.85864605830335
LV3003047107	6.03104659978302	-2.27447632684168	0.223241909411967	-6.32855418858945	0.630489070844031	LV3003047107	ST8		464.2	71517	80.3	5.65361689993088	mgca_jonkers_2013	4.21483	51573373	66.1	14724119	69.8	10.3113102251429	71.517	34710	13	213124	34628	136812	141491	3	4.54046712557651	5.32863439633657	4.53943995037844
LV7008886754	-4.00584428626581	29.4009135023546	-5.60955056271287	-7.27823020974732	-12.6535965327309	LV7008886754	GeoB25202_R1		173.5	71889.5	93.18	10.5567572325	uk37_alkenone	4.211105	95700354	45.2	38747528	46.3	10.5567572325	71.8895	305813	58	799634	349395	601571	626942	3	5.48545736329858	5.90289179491857	5.54331792872971
LV7008886766	-2.43194568568935	36.5197439574514	-4.1714590716821	-8.2925481855037	-10.837949251903	LV7008886766	GeoB25202_R2		173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325	71.8895	373544	67	859129	430112	674892	703681	3	5.57234292763596	5.9340588844493	5.63358256913615
LV3003047125	11.6194794403401	-5.92946528067533	4.59517767594678	0.218419445702479	-0.427875049306588	LV3003047125	ST8		469.2	72872	32.35	5.52658484580083	mgca_jonkers_2013	4.22744	36807425	62	6069589	66	9.79667019017442	72.872	12275	5	92232	13622	58984	61386	3	4.08905687975979	4.96488633486846	4.13427275662063
LV3003061503	-19.5450802468259	26.8110431903463	-5.43517022930724	-8.46505820329767	-11.7068043543724	LV3003061503	ST13		169.8	73147.2	217.76	7.64208514608633	mgca_jonkers_2013	4.20056	97446873	68.6	49665279	71.4	9.58376845577441	73.1472	377338	67	908636	488222	633013	649592	3	5.57673169417389	5.95839041745402	5.68861823501111
LV3003047124	12.5750666383523	-7.59718758675955	5.08047010136227	2.03301424150863	-0.267882747227143	LV3003047124	ST8		474.2	74227	25.72	5.39955279167078	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.74840765343023	74.227	8519	3	57999	11171	34159	35546	3	3.9304395947667	4.76342799356294	4.04813092702897
LV7008886730	-6.13063634306594	18.965977949121	-10.6599996609002	-13.0102019151073	-13.2060003830958	LV7008886730	GeoB25202_R1		179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045	75.351	273420	43	764789	366991	517298	541232	3	5.43683186734181	5.88354220069428	5.56465659723922
LV7008886742	-12.6868083271226	31.0635996238655	-7.08583536879663	-9.84998606095942	-18.1565703930418	LV7008886742	GeoB25202_R2		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	362435	57	931006	465575	638216	666238	3	5.55923132869806	5.96895294634111	5.66799058475135
LV3003047123	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047123	ST8		479.2	75589	0.85	5.27252073754074	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.91867251010661	75.589	0	0	21302	0	12882	13456	3	0	4.32844076736841	0
LV3003061485	-22.7023475450676	34.0408089812326	14.579796136182	-11.5351505307593	-21.3771428895552	LV3003061485	ST13		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	625257	116	1165862	710855	948763	968508	3	5.79605925711366	6.06664751968569	5.8517816334453
LV3003047122	13.9842924704021	-9.2298235602416	7.1257430048317	3.39765509565307	-2.43482721689052	LV3003047122	ST8		484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.14654944891421	76.951	1925	1	36181	2762	21083	21920	3	3.28465628278852	4.55849256929431	3.44138088491651
LV3003061474	-8.48662686625416	13.1046166444339	-9.4542710233856	-3.37562004148556	-2.14903267393071	LV3003061474	ST13		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	154424	34	481406	208427	315753	324208	3	5.18871761000973	5.68251240093542	5.31895606121414
LV7008886706	-3.47156028238743	18.177067426143	-14.0019510320913	-3.54454854696479	-10.3782620190398	LV7008886706	GeoB25202_R1		185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875	79.0255	243665	36	740344	355674	459261	485711	3	5.38679493401638	5.86943414767712	5.55105334018265
LV7008886718	3.7856076519665	3.99384426833658	-13.3827226305843	-5.67667280862796	-7.16589131562543	LV7008886718	GeoB25202_R2		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	132358	20	497846	191198	302038	320443	3	5.12175347731433	5.69709589443632	5.28148561651949
LV3003047093	6.04615009471676	1.73538037206822	1.80242635467716	-7.00752380808338	-1.49309058664082	LV3003047093	ST8		494.2	79675	113.42	4.8914245751506	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292	79.675	65181	19	291807	86438	184515	190314	3	4.81412768192903	5.46509719402841	4.93670973395167
LV3003047106	10.8810361191656	-4.87070316163958	1.68054356095822	0.716715817628854	-3.29141792079005	LV3003047106	ST8		499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803	81.06375	17791	6	146055	25715	79039	82810	3	4.25022476990196	5.16451940255139	4.41020341708945
LV7008886743	9.06227568924215	2.17170863767984	-12.0612344618013	0.0262340966282736	-9.61260478125635	LV7008886743	GeoB25202_R1		189.5	81670.5	85.87	7.83914049266667	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.83914049266667	81.6705	114931	16	402909	182279	240192	255722	3	5.06044096418474	5.60520804646736	5.26073901991041
LV7008886755	7.95783445156292	3.99929729243154	-10.286491978904	-1.25756049123992	-12.6907258879475	LV7008886755	GeoB25202_R2		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	133251	20	471016	204758	287714	303629	3	5.12467373614098	5.6730365820184	5.31124299988025
LV3003061569	-9.42887664228396	26.7939186030411	-3.65746667313705	-1.0278472711687	-3.40409541442862	LV3003061569	ST13		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	214709	48	538203	256294	398037	407034	3	5.33185227193361	5.73094692117109	5.40874013371608
LV3003047105	13.1998213514184	-8.61941456816225	4.86600922261907	1.54153445050609	-4.36883861896305	LV3003047105	ST8		504.2	82452.5	68.23	5.46478441306344	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.94999819731899	82.4525	5647	3	55076	10289	27999	30915	3	3.75189468804375	4.74097027655713	4.01241537476243
LV3003047104	12.2150077199029	-7.45933740845755	5.32886147607805	1.47050224238424	-2.22700502862514	LV3003047104	ST8		509.2	83841.25	1	5.75146433201987	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.14686985631632	83.84125	9393	3	79203	15217	43349	46712	3	3.97285055584723	4.89874711510036	4.18235757976453
